Id,tag
clover,NN
relief,NN
dawn,NN
red,JJ
worked,VBD
killed,VBN
body,NN
hand,NN
opened,VBD
bays,NNS
mane,NN
chateau,NN
way,NN
very,RB
trying,VBG
idylls,NNS
azure,JJ
beaches,NNS
rings,NNS
layers,NNS
pain,VBP
song,JJ
ritornelli,NN
ineffable,JJ
manifest,JJS
joy,NN
concerts,NNS
idea,NN
gauze,NN
graze,NN
hunt,NN
ashes,NNS
ships,VBP
why,WRB
completely,RB
pearls,JJ
works,NNS
rises,VBZ
carthaginian,JJ
tales,NNS
size,NN
charges,NNS
he,PRP
more,JJR
musician,JJ
apprenticeship,NN
ink,VBP
white,JJ
moment,NN
trees,NNS
make,VBP
windows,NNS
garlands,NNS
conjured,VBD
promenading,VBG
yes,RB
erinyes,RB
coast,JJ
spectres,NNS
north,RB
at,IN
brilliant,JJ
astonished,JJ
organs,NNS
month,NN
died,VBD
laws,NNS
fakirs,NNS
impassive,JJ
thunder,NN
flames,NNS
itself,PRP
alters,NNS
shares,NNS
shouldering,VBG
magnificent,JJ
pin,NN
crossed,VBD
theatres,NNS
assemble,JJ
